"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1786078073663938823","Thu May 02 16:59:31 +0000 2024","1","shin tae yong puyeng anak e entuk kartu kuning","1786078073663938823","","","in","terserah gua","0","0","0","https://twitter.com/dewdumpiee/status/1786078073663938823","1645347055827820546","dewdumpiee"
"1786078018395574430","Thu May 02 16:59:17 +0000 2024","0","shin tae yong udah mumet kayanyaa","1786078018395574430","","","in","","0","0","0","https://twitter.com/238mkl/status/1786078018395574430","1738050402116063232","238mkl"
"1786074663690592750","Thu May 02 16:45:58 +0000 2024","1","Dali Tahir lagi cari panggung dengan unjuk gigi. TIMNAS DAY Kelly Justin Hubner Nathan Komang Marselino Jenner Rio Fahmi Irak Shin Tae Yong #IndonesiaU23 #TimnasDay https://t.co/vLYbJLyUlw","1786074663690592750","https://pbs.twimg.com/media/GMlpcMbbIAAiFsQ.jpg","","in","Jakarta, Indonesia","0","2","0","https://twitter.com/Ajuansyah_putra/status/1786074663690592750","856739238632538112","Ajuansyah_putra"
"1786030572923654437","Thu May 02 16:37:00 +0000 2024","0","@thejurgenholic @bliblidotcom Blm gen w","1786072406626603080","","thejurgenholic","in","England","0","0","0","https://twitter.com/Airoxdinamis/status/1786072406626603080","1455649651437174785","Airoxdinamis"
"1786070683023507472","Thu May 02 16:30:09 +0000 2024","0","lucuu bgt tadi ada org korea tiba tiba ikut nobar terus teriak shin tae yong ","1786070683023507472","","","in","asahi's heart","0","0","0","https://twitter.com/hyunsukkiesf/status/1786070683023507472","1524445087820021760","hyunsukkiesf"
"1786070571501158894","Thu May 02 16:29:42 +0000 2024","0","babeh shin tae yong mohon tenangkan cowo2 itu mereka lagi membara kayany","1786070571501158894","","","in","","0","0","0","https://twitter.com/onlyyoursdamn/status/1786070571501158894","1512454871894851587","onlyyoursdamn"
"1786070163147927780","Thu May 02 16:28:05 +0000 2024","2","shin tae yong ngedumel ga ya grgr sundulan sepele itu","1786070163147927780","","","in","she","0","0","0","https://twitter.com/taalovie/status/1786070163147927780","1171613824778006528","taalovie"
"1786068311513711056","Thu May 02 16:26:48 +0000 2024","0","@idextratime Witan sama Kelly perlu dikeplak sama Shin Tae Yong. Witan passing sama kontrol-nya lagi mabok. Kelly butuh visi jgn offside mulu. Semoga bisa bombardir shot kayak 25 menit awal lagi.","1786069843743310296","","idextratime","in","Indonesia","0","0","0","https://twitter.com/steveyudea/status/1786069843743310296","59821122","steveyudea"
"1786069539446485120","Thu May 02 16:25:36 +0000 2024","5","Shin Tae Yong coba itu witan kasih vitamin BUYUNG UPI dulu biar semangat mainnya ","1786069539446485120","","","in","","0","1","0","https://twitter.com/bacottetangga_/status/1786069539446485120","2328193494","bacottetangga_"
"1786069281178108133","Thu May 02 16:24:34 +0000 2024","15","Kalo lo jadi Shin Tae Yong siapa yang bakal lo ganti dan siapa yang bakal lo masukkin di babak kedua? #TimnasDay #TimnasIndonesia","1786069281178108133","","","in","Jakarta Capital Region","1","42","4","https://twitter.com/my_supersoccer/status/1786069281178108133","27846404","my_supersoccer"
"1786068339112153323","Thu May 02 16:22:03 +0000 2024","1","@idextratime Shin tae yong marahin dulu pls anak anak timnas biar sadar","1786068645602582917","","idextratime","in","Purwokerto Timur, Indonesia","0","0","0","https://twitter.com/chacagebie/status/1786068645602582917","1605855080695336961","chacagebie"
"1786067529007526232","Thu May 02 16:17:37 +0000 2024","2","Kaget scroll youtube tiba2 ada video ini di homepage.. Pas diklik.. Loh ahjussi Shin Tae Yong ternyata pernah nongol di drakor Shoot For Love ada yang udah pernah nonton drakornya? #TimNasDay #AFCU23 https://t.co/KgHDWyEQkr","1786067529007526232","https://pbs.twimg.com/ext_tw_video_thumb/1786067495998324736/pu/img/3Vf5NQskjvpIJI2G.jpg","","in","Indonesia","0","0","0","https://twitter.com/addictparksihoo/status/1786067529007526232","1651873436","addictparksihoo"
"1786063719983698244","Thu May 02 16:02:28 +0000 2024","0","Nah itu alesan shin tae yong pengen Marten Paes","1786063719983698244","","","in","Jakarta Capital Region, Indone","0","0","0","https://twitter.com/bedbunny11/status/1786063719983698244","1025798204216889344","bedbunny11"
"1786049646168842444","Thu May 02 15:53:14 +0000 2024","0","@AmyMirong sejauh ini indonesia di unggulkan dengan fans kpop mendukung shin tae yong tapi itu semua bakal menjadi fana kalau arhan mencetak gol ke gawang teman kembali:(","1786061392405266468","","AmyMirong","in","","0","1","0","https://twitter.com/Chijeeeeeee/status/1786061392405266468","1394438296206417922","Chijeeeeeee"
"1786059334205784214","Thu May 02 15:45:03 +0000 2024","0","Hebohnya Penonton WNI di Qatar Bikin Timnas Serasa Main di Indonesia Kunjungi website kami di https://t.co/KhHN3uw6tj #timnasday #timnasindonesia #indonesiavsirak #afc #asiacup #suporterindonesia #arhan #pssi #shintaeyong https://t.co/jWtzGbvM6r","1786059334205784214","https://pbs.twimg.com/ext_tw_video_thumb/1786058389371637760/pu/img/fl0XKHYcJdtvTyD3.jpg","","in","Central Java, Indonesia","0","0","0","https://twitter.com/Pandugaid/status/1786059334205784214","1714317154039083009","Pandugaid"
